idspecies,ideunis,sourceid,habitat,level,belongsto,notes
51619,G,,Woodland and forest habitats and other wooded land,1,,"G,J1"
51619,G1,,Broadleaved deciduous woodland,2,G,"G, G1, G2"
51619,G2,,Broadleaved evergreen woodland,2,G,"G, G1, G2"
51619,J1,,"Buildings of cities, towns and villages",2,J,"G,J1"
51620,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51620,I,18247,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51621,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51621,I,17926,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51622,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51622,I,16314,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51623,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51623,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51624,G1,,Broadleaved deciduous woodland,2,G,"G1, I2"
51624,G1,17409,Broadleaved deciduous woodland,2,G,
51624,I2,,Cultivated areas of gardens and parks,2,I,I2
51624,I2,16804,Cultivated areas of gardens and parks,2,I,
51625,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51625,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51625,J100,,Greenhouse (added 21oct2005),2,J,J100
51625,J100,17744,Greenhouse (added 21oct2005),2,J,
51626,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51626,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51627,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51627,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51628,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51629,I2,,Cultivated areas of gardens and parks,2,I,I2
51629,I2,17744,Cultivated areas of gardens and parks,2,I,
51630,I2,,Cultivated areas of gardens and parks,2,I,I2
51630,I2,16990,Cultivated areas of gardens and parks,2,I,
51631,I2,,Cultivated areas of gardens and parks,2,I,I2
51631,I2,17744,Cultivated areas of gardens and parks,2,I,
51632,I2,,Cultivated areas of gardens and parks,2,I,I2
51632,I2,17744,Cultivated areas of gardens and parks,2,I,
51632,J100,17744,Greenhouse (added 21oct2005),2,J,
51633,J,,"Constructed, industrial and other artificial habitats",1,,J
51634,G1,,Broadleaved deciduous woodland,2,G,G1
51634,G1,17744,Broadleaved deciduous woodland,2,G,
51635,E,,Grassland and tall forb habitats,1,,E
51635,I1,,Arable land and market gardens,2,I,I1
51635,I1,17744,Arable land and market gardens,2,I,
51637,E,,Grassland and tall forb habitats,1,,E
51637,I1,,Arable land and market gardens,2,I,I1
51639,J100,,Greenhouse (added 21oct2005),2,J,J100
51639,J100,17744,Greenhouse (added 21oct2005),2,J,
51640,G1,,Broadleaved deciduous woodland,2,G,G1
51640,I2,,Cultivated areas of gardens and parks,2,I,I2
51640,I2,18156,Cultivated areas of gardens and parks,2,I,
51641,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51641,J100,,Greenhouse (added 21oct2005),2,J,J100
51641,J100,18162,Greenhouse (added 21oct2005),2,J,
51642,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51642,J100,,Greenhouse (added 21oct2005),2,J,J100
51642,J100,17544,Greenhouse (added 21oct2005),2,J,
51643,E,,Grassland and tall forb habitats,1,,"E, I2"
51643,I2,,Cultivated areas of gardens and parks,2,I,"E, I2"
51644,J1,,"Buildings of cities, towns and villages",2,J,J1
51644,J1,17029,"Buildings of cities, towns and villages",2,J,
51646,J,,"Constructed, industrial and other artificial habitats",1,,J
51646,J,17506,"Constructed, industrial and other artificial habitats",1,,
51647,J100,,Greenhouse (added 21oct2005),2,J,J100
51647,J100,16646,Greenhouse (added 21oct2005),2,J,
51648,I2,,Cultivated areas of gardens and parks,2,I,I2
51648,I2,16828,Cultivated areas of gardens and parks,2,I,
51649,I2,,Cultivated areas of gardens and parks,2,I,I2
51649,I2,17626,Cultivated areas of gardens and parks,2,I,
51650,I2,,Cultivated areas of gardens and parks,2,I,I2
51650,I2,17627,Cultivated areas of gardens and parks,2,I,
51651,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51651,I,17574,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51651,J100,17744,Greenhouse (added 21oct2005),2,J,
51652,I2,,Cultivated areas of gardens and parks,2,I,I2
51652,I2,16647,Cultivated areas of gardens and parks,2,I,
51653,1,,Unknown,1,,U
51653,U,17689,,,,
51654,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51654,I,18179,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51654,I1,,Arable land and market gardens,2,I,I1
51655,I1,,Arable land and market gardens,2,I,I1
51656,J1,,"Buildings of cities, towns and villages",2,J,J1
51656,J1,16336,"Buildings of cities, towns and villages",2,J,
51657,I2,,Cultivated areas of gardens and parks,2,I,I2
51657,I2,17205,Cultivated areas of gardens and parks,2,I,
51658,U,16601,,,,
51660,F9,,Riverine and fen scrubs,2,F,F9
51661,G,,Woodland and forest habitats and other wooded land,1,,"J1, G"
51661,J1,,"Buildings of cities, towns and villages",2,J,"J1, G"
51661,J1,16755,"Buildings of cities, towns and villages",2,J,
51663,J100,,Greenhouse (added 21oct2005),2,J,J100
51663,J100,17774,Greenhouse (added 21oct2005),2,J,
51664,I2,,Cultivated areas of gardens and parks,2,I,I2
51664,I2,16636,Cultivated areas of gardens and parks,2,I,
51665,J,,"Constructed, industrial and other artificial habitats",1,,J
51665,J,18050,"Constructed, industrial and other artificial habitats",1,,
51666,I2,,Cultivated areas of gardens and parks,2,I,I2
51666,I2,18091,Cultivated areas of gardens and parks,2,I,
51667,J,,"Constructed, industrial and other artificial habitats",1,,J
51667,J,17192,"Constructed, industrial and other artificial habitats",1,,
51668,J,,"Constructed, industrial and other artificial habitats",1,,J
51668,J,18048,"Constructed, industrial and other artificial habitats",1,,
51669,G,,Woodland and forest habitats and other wooded land,1,,"G, J"
51669,G,18051,Woodland and forest habitats and other wooded land,1,,
51669,J,,"Constructed, industrial and other artificial habitats",1,,"G, J"
51670,J,,"Constructed, industrial and other artificial habitats",1,,J
51670,J,18048,"Constructed, industrial and other artificial habitats",1,,
51671,J,,"Constructed, industrial and other artificial habitats",1,,J
51671,J,17192,"Constructed, industrial and other artificial habitats",1,,
51672,E,,Grassland and tall forb habitats,1,,E
51672,E,18048,Grassland and tall forb habitats,1,,
51673,J,,"Constructed, industrial and other artificial habitats",1,,J
51673,J,18049,"Constructed, industrial and other artificial habitats",1,,
51674,J1,,"Buildings of cities, towns and villages",2,J,J1
51674,J1,16681,"Buildings of cities, towns and villages",2,J,
51675,E,,Grassland and tall forb habitats,1,,"E, J"
51675,E,17192,Grassland and tall forb habitats,1,,
51675,J,,"Constructed, industrial and other artificial habitats",1,,"E, J"
51676,B,,Coastal habitats,1,,"B, J1, J6"
51676,J1,,"Buildings of cities, towns and villages",2,J,"B, J1, J6"
51676,J6,,Waste deposits,2,J,"B, J1, J6"
51677,J,,"Constructed, industrial and other artificial habitats",1,,J
51677,J,18049,"Constructed, industrial and other artificial habitats",1,,
51678,J100,,Greenhouse (added 21oct2005),2,J,J100
51678,J100,17447,Greenhouse (added 21oct2005),2,J,
51679,J,,"Constructed, industrial and other artificial habitats",1,,J
51680,J100,,Greenhouse (added 21oct2005),2,J,J100
51680,J100,17447,Greenhouse (added 21oct2005),2,J,
51682,J1,,"Buildings of cities, towns and villages",2,J,J1
51682,J1,17877,"Buildings of cities, towns and villages",2,J,
51684,I2,,Cultivated areas of gardens and parks,2,I,I2
51684,I2,17447,Cultivated areas of gardens and parks,2,I,
51685,F7,,"Spiny Mediterranean heaths (phrygana, hedgehog-heaths and related coastal cliff vegetation)",2,F,F7
51685,I2,,Cultivated areas of gardens and parks,2,I,I2
51685,I2,17683,Cultivated areas of gardens and parks,2,I,
51688,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51689,J1,,"Buildings of cities, towns and villages",2,J,"J1, J100"
51689,J100,,Greenhouse (added 21oct2005),2,J,"J1, J100"
51690,FA,,Hedgerows,2,F,"FA, G5"
51690,G5,,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,"FA, G5"
51691,J,,"Constructed, industrial and other artificial habitats",1,,J
51691,J,17028,"Constructed, industrial and other artificial habitats",1,,
51693,I2,,Cultivated areas of gardens and parks,2,I,"I2, X11"
51693,I2,17625,Cultivated areas of gardens and parks,2,I,
51693,J100,17616,Greenhouse (added 21oct2005),2,J,
51693,X11,,Large parks,2,X,"I2, X11"
51695,I2,,Cultivated areas of gardens and parks,2,I,I2
51695,I2,18092,Cultivated areas of gardens and parks,2,I,
51695,J100,,Greenhouse (added 21oct2005),2,J,J100
51695,J100,17616,Greenhouse (added 21oct2005),2,J,
51696,I2,,Cultivated areas of gardens and parks,2,I,I2
51696,I2,18092,Cultivated areas of gardens and parks,2,I,
51696,J100,,Greenhouse (added 21oct2005),2,J,J100
51696,J100,17616,Greenhouse (added 21oct2005),2,J,
51698,I1,,Arable land and market gardens,2,I,I1
51699,J100,,Greenhouse (added 21oct2005),2,J,J100
51699,J100,17616,Greenhouse (added 21oct2005),2,J,
51700,I2,,Cultivated areas of gardens and parks,2,I,I2
51700,I2,16368,Cultivated areas of gardens and parks,2,I,
51700,J,,"Constructed, industrial and other artificial habitats",1,,J
51700,J,17616,"Constructed, industrial and other artificial habitats",1,,
51700,J100,17616,Greenhouse (added 21oct2005),2,J,
51701,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51701,I,16754,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51702,E,,Grassland and tall forb habitats,1,,"E, I"
51702,E,17939,Grassland and tall forb habitats,1,,
51702,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"E, I"
51703,J,,"Constructed, industrial and other artificial habitats",1,,J
51703,J,17697,"Constructed, industrial and other artificial habitats",1,,
51704,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51705,E,,Grassland and tall forb habitats,1,,"E, J"
51705,E,17939,Grassland and tall forb habitats,1,,
51705,J,,"Constructed, industrial and other artificial habitats",1,,"E, J"
51709,J1,,"Buildings of cities, towns and villages",2,J,J1
51709,J1,16987,"Buildings of cities, towns and villages",2,J,
51710,J1,,"Buildings of cities, towns and villages",2,J,"J1, J6"
51710,J1,17157,"Buildings of cities, towns and villages",2,J,
51710,J6,,Waste deposits,2,J,"J1, J6"
51711,J1,,"Buildings of cities, towns and villages",2,J,"J1, J6"
51711,J1,16406,"Buildings of cities, towns and villages",2,J,
51711,J6,,Waste deposits,2,J,"J1, J6"
51712,J1,,"Buildings of cities, towns and villages",2,J,"J1, J6"
51712,J1,16987,"Buildings of cities, towns and villages",2,J,
51712,J6,,Waste deposits,2,J,"J1, J6"
51713,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51713,I,17731,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51714,E,,Grassland and tall forb habitats,1,,"E, I"
51714,E,16564,Grassland and tall forb habitats,1,,
51714,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,"E, I"
51715,J,,"Constructed, industrial and other artificial habitats",1,,J
51715,J,16728,"Constructed, industrial and other artificial habitats",1,,
51716,J1,,"Buildings of cities, towns and villages",2,J,J1
51716,J1,16728,"Buildings of cities, towns and villages",2,J,
51718,1,,Unknown,1,,U
51718,U,16728,,,,
51719,F6,,Garrigue,2,F,"I2, F6"
51719,I2,,Cultivated areas of gardens and parks,2,I,"I2, F6"
51719,I2,17707,Cultivated areas of gardens and parks,2,I,
51720,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51720,I,17706,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51721,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51721,I,17774,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51722,E1,,Dry grasslands,2,E,"E1, F6"
51722,E1,17774,Dry grasslands,2,E,
51722,F6,,Garrigue,2,F,"E1, F6"
51723,J,,"Constructed, industrial and other artificial habitats",1,,J
51725,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51725,I,17744,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51726,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,I
51726,I,18229,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
51727,G3,,Coniferous woodland,2,G,"G3, G4"
51727,G3,17731,Coniferous woodland,2,G,
51727,G4,,Mixed deciduous and coniferous woodland,2,G,"G3, G4"
51730,E,,Grassland and tall forb habitats,1,,E
51730,E,16728,Grassland and tall forb habitats,1,,
51731,F,,"Heathland, scrub and tundra habitats",1,,"I1, I2, F, J1"
51731,I1,,Arable land and market gardens,2,I,"I1, I2, F, J1"
51731,I1,16434,Arable land and market gardens,2,I,
51731,I2,,Cultivated areas of gardens and parks,2,I,"I1, I2, F, J1"
51731,J1,,"Buildings of cities, towns and villages",2,J,J1
51732,J,,"Constructed, industrial and other artificial habitats",1,,J
51732,J,16728,"Constructed, industrial and other artificial habitats",1,,
51733,I2,,Cultivated areas of gardens and parks,2,I,I2
51733,I2,16728,Cultivated areas of gardens and parks,2,I,
51734,J100,,Greenhouse (added 21oct2005),2,J,J100
51734,J100,17774,Greenhouse (added 21oct2005),2,J,
51735,X16,,Land sparsely wooded with mixed broadleaved and coniferous trees,2,X,X16
51735,X16,17774,Land sparsely wooded with mixed broadleaved and coniferous trees,2,X,
51736,I2,,Cultivated areas of gardens and parks,2,I,I2
51736,I2,16527,Cultivated areas of gardens and parks,2,I,
51736,J100,,Greenhouse (added 21oct2005),2,J,J100
51736,J100,17774,Greenhouse (added 21oct2005),2,J,
51738,I2,,Cultivated areas of gardens and parks,2,I,"J100, I2"
51738,J100,,Greenhouse (added 21oct2005),2,J,"J100, I2"
51740,E,,Grassland and tall forb habitats,1,,"E, J"
51740,E,17192,Grassland and tall forb habitats,1,,
51740,J,,"Constructed, industrial and other artificial habitats",1,,"E, J"
51741,E,,Grassland and tall forb habitats,1,,"E, J"
51741,J,,"Constructed, industrial and other artificial habitats",1,,"E, J"
51742,G,,Woodland and forest habitats and other wooded land,1,,"J1, G"
51742,J1,,"Buildings of cities, towns and villages",2,J,"J1, G"
51742,J1,17192,"Buildings of cities, towns and villages",2,J,
51743,J,,"Constructed, industrial and other artificial habitats",1,,J
51744,J6,,Waste deposits,2,J,J6
51745,J1,,"Buildings of cities, towns and villages",2,J,"J1, J2, J6"
51745,J1,17341,"Buildings of cities, towns and villages",2,J,
51745,J2,,Low density buildings,2,J,"J1, J2, J6"
51745,J6,,Waste deposits,2,J,"J1, J2, J6"
51747,J1,,"Buildings of cities, towns and villages",2,J,J1
51748,J,,"Constructed, industrial and other artificial habitats",1,,J
51748,J,17744,"Constructed, industrial and other artificial habitats",1,,
51749,FA,,Hedgerows,2,F,"FA, FB, G"
51749,FB,,Shrub plantations,2,F,"FA, FB, G"
51749,G,,Woodland and forest habitats and other wooded land,1,,"FA, FB, G"
51749,G3,,Coniferous woodland,2,G,"G3, G4,X11"
51749,G3,17744,Coniferous woodland,2,G,
51749,G4,,Mixed deciduous and coniferous woodland,2,G,"G3, G4,X11"
51749,X11,,Large parks,2,X,"G3, G4,X11"
51750,J100,,Greenhouse (added 21oct2005),2,J,J100
51750,J100,17744,Greenhouse (added 21oct2005),2,J,
51751,G1,,Broadleaved deciduous woodland,2,G,G1
51751,G1,17744,Broadleaved deciduous woodland,2,G,
51752,1,,Unknown,1,,U
51752,U,17616,,,,
51753,I2,,Cultivated areas of gardens and parks,2,I,I2
51754,I2,,Cultivated areas of gardens and parks,2,I,I2
51755,I2,,Cultivated areas of gardens and parks,2,I,I2
